id,client_id,code,name_np,name_en,display_order,remarks,status,created_by,created_on,updated_by,updated_on,deleted_by,deleted_on,is_deleted,deleted_uq_code,client_ward
1,1,1,आम्दानी,Income,0,,t,,42:16.8,,42:16.8,,,f,1,
2,1,2,सम्पत्ति,Assests,0,,t,,42:16.8,,42:16.8,,,f,1,
3,1,3,खर्च,Expenditure,0,,t,,42:16.8,,42:16.8,,,f,1,
4,1,4,दायित्व,Liablities,0,,t,,42:16.8,,42:16.8,,,f,1,
5,1,5,धरौटी,Deposit,0,,t,,24:14.0,,24:14.0,,,f,1,
